study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	nominal_length	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	first_created
PRJEB3060	ERP001475	SAMEA1920330	ERS214020	ERX271959	ERR298634	ERA227064	227942	Lactobacillus gastricus	ILLUMINA	Illumina HiSeq 2000	6868484	PAIRED	211	WGS	GENOMIC	RANDOM	2138954	427790800	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#12	SC_RUN_9517_8#12	210273759;221635340;	f7a278441f21bc7fe53c43913757fbe6;dcb1f8f3591b70e6d99921c61125bdc3;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298634/ERR298634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298634/ERR298634_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298634/ERR298634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298634/ERR298634_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298634/ERR298634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298634/ERR298634_2.fastq.gz;	431558148	b3754060681d3bf0c67d37111b458242	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298634/9517_8#12.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298634/9517_8#12.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298634/9517_8#12.bam	BAM	333950615	0f5539e59609e8b3dafb7e20f620e98a	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298634	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298634	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298634				G218_1_3-sc-2013-02-14T07:43:04Z-1561605			2013-06-11
PRJEB3060	ERP001475	SAMEA1920329	ERS214021	ERX271960	ERR298635	ERA227064	1590	Lactobacillus plantarum	ILLUMINA	Illumina HiSeq 2000	6868496	PAIRED	211	WGS	GENOMIC	RANDOM	2778820	555764000	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#13	SC_RUN_9517_8#13	273908307;288837283;	e4468ae4663c66436db0826ca124c6e6;1565260ac54f968a63e29c1158f7234c;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298635/ERR298635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298635/ERR298635_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298635/ERR298635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298635/ERR298635_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298635/ERR298635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298635/ERR298635_2.fastq.gz;	562904324	c43ad661e221ec86194567cc67e98e45	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298635/9517_8#13.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298635/9517_8#13.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298635/9517_8#13.bam	BAM	435665670	0ed07ee8c5e8d772e15bcf62a48dc12e	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298635	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298635	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298635				G226_5_1-sc-2013-02-14T07:43:05Z-1561606			2013-06-11
PRJEB3060	ERP001475	SAMEA1920331	ERS214025	ERX271964	ERR298639	ERA227064	1587	Lactobacillus helveticus	ILLUMINA	Illumina HiSeq 2000	6868449	PAIRED	211	WGS	GENOMIC	RANDOM	2134442	426888400	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#17	SC_RUN_9517_8#17	207731103;219160611;	e53be99df086148c4bc7a8526f8ce62b;4f9caa1f6eaa5cbad27fa6238a05471e;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298639/ERR298639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298639/ERR298639_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298639/ERR298639_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298639/ERR298639_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298639/ERR298639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298639/ERR298639_2.fastq.gz;	426212344	e8c564dbb97e8cca1c32934c180762c2	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298639/9517_8#17.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298639/9517_8#17.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298639/9517_8#17.bam	BAM	330216474	8b39137d288b06726c0e7419569bcb9c	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298639	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298639	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298639				G205_3_25d-sc-2013-02-14T07:43:09Z-1561610			2013-06-11
PRJEB3060	ERP001475	SAMEA1920333	ERS214026	ERX271965	ERR298640	ERA227064	1613	Lactobacillus fermentum	ILLUMINA	Illumina HiSeq 2000	6868461	PAIRED	211	WGS	GENOMIC	RANDOM	2355611	471122200	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#18	SC_RUN_9517_8#18	235283536;248265484;	144cdad504d4b7630e9b2025630778bf;dbeacdb691cbc670331c1b8ef48484e7;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298640/ERR298640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298640/ERR298640_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298640/ERR298640_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298640/ERR298640_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298640/ERR298640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298640/ERR298640_2.fastq.gz;	484165303	1aca2e902e0c5c1b3165d45bd69bf66c	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298640/9517_8#18.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298640/9517_8#18.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298640/9517_8#18.bam	BAM	374718161	1f34827aace0e67c1a0c15f7dd1e9e96	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298640	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298640	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298640				G211_2_35-sc-2013-02-14T07:43:10Z-1561611			2013-06-11
PRJEB3060	ERP001475	SAMEA1920335	ERS214027	ERX271966	ERR298641	ERA227064	1633	Lactobacillus vaginalis	ILLUMINA	Illumina HiSeq 2000	6868473	PAIRED	211	WGS	GENOMIC	RANDOM	2076545	415309000	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#19	SC_RUN_9517_8#19	203410588;214548735;	bfe882a289d926fd6b9de888ff8c8580;4c4da79fac9c4ffa9182a0f4aae30da8;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298641/ERR298641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298641/ERR298641_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298641/ERR298641_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298641/ERR298641_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298641/ERR298641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298641/ERR298641_2.fastq.gz;	417527890	3b7a2e319543337173ad05eb3ef7acf2	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298641/9517_8#19.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298641/9517_8#19.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298641/9517_8#19.bam	BAM	322987072	cffb43d44bb7a554224c586c0fe9173c	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298641	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298641	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298641				G216_2_2-sc-2013-02-14T07:43:11Z-1561612			2013-06-11
PRJEB3060	ERP001475	SAMEA1920334	ERS214028	ERX271967	ERR298642	ERA227064	227942	Lactobacillus gastricus	ILLUMINA	Illumina HiSeq 2000	6868485	PAIRED	211	WGS	GENOMIC	RANDOM	2335815	467163000	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#20	SC_RUN_9517_8#20	229671982;242336276;	37157023ee727d6e0ac9ada0d98732bf;6ab6997d65f08ab0f9dd2d195d99f290;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298642/ERR298642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298642/ERR298642_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298642/ERR298642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298642/ERR298642_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298642/ERR298642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298642/ERR298642_2.fastq.gz;	473261683	540b157dc6800f3c590d25c14ab31ce2	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298642/9517_8#20.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298642/9517_8#20.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298642/9517_8#20.bam	BAM	365145889	30d5c453708ac9386402343b2caeb7f7	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298642	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298642	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298642				G218_2_1-sc-2013-02-14T07:43:12Z-1561613			2013-06-11
PRJEB3060	ERP001475	SAMEA1920336	ERS214029	ERX271968	ERR298643	ERA227064	1582	Lactobacillus casei	ILLUMINA	Illumina HiSeq 2000	6868497	PAIRED	211	WGS	GENOMIC	RANDOM	2341490	468298000	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#21	SC_RUN_9517_8#21	232798441;245984419;	955113653f329264452c2ba2e59c3795;7365176120b39190af6aa1d68febb8c3;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298643/ERR298643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298643/ERR298643_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298643/ERR298643_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298643/ERR298643_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298643/ERR298643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298643/ERR298643_2.fastq.gz;	466156960	395469016ca9a0d3acd6e0fda14e2cb3	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298643/9517_8#21.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298643/9517_8#21.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298643/9517_8#21.bam	BAM	370934522	8ca0efa96bcf587f8ec41818e56aff7c	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298643	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298643	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298643				G229_1_32-sc-2013-02-14T07:43:13Z-1561614			2013-06-11
PRJEB3060	ERP001475	SAMEA1920340	ERS214033	ERX271972	ERR298647	ERA227064	47715	Lactobacillus rhamnosus	ILLUMINA	Illumina HiSeq 2000	6868450	PAIRED	211	WGS	GENOMIC	RANDOM	1834643	366928600	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#25	SC_RUN_9517_8#25	182888345;193329407;	943f92dcc2688d81d83d250f845c3321;b2169ee255ce16b0245b75dd24ffea31;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298647/ERR298647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298647/ERR298647_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298647/ERR298647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298647/ERR298647_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298647/ERR298647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298647/ERR298647_2.fastq.gz;	374388403	7f3d8fb923743fedd81904e0599b8136	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298647/9517_8#25.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298647/9517_8#25.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298647/9517_8#25.bam	BAM	291629508	9d82421f5d1c63c39a42941ba1acd3d6	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298647	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298647	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298647				G208_1_2-sc-2013-02-14T07:43:17Z-1561618			2013-06-11
PRJEB3060	ERP001475	SAMEA1920341	ERS214034	ERX271973	ERR298648	ERA227064	1582	Lactobacillus casei	ILLUMINA	Illumina HiSeq 2000	6868462	PAIRED	211	WGS	GENOMIC	RANDOM	2273587	454717400	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#26	SC_RUN_9517_8#26	224932497;237743030;	5a6e15f7a95f97a01a624a00f6fdff48;13643bbaa2bb9c387fb2e139eb11f493;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298648/ERR298648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298648/ERR298648_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298648/ERR298648_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298648/ERR298648_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298648/ERR298648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298648/ERR298648_2.fastq.gz;	449848630	0b0f35410184fb74e70a43f5301b9beb	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298648/9517_8#26.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298648/9517_8#26.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298648/9517_8#26.bam	BAM	359811709	00c2092425dc7f01418f8034edc4abd6	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298648	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298648	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298648				G211_4_15-sc-2013-02-14T07:43:18Z-1561619			2013-06-11
PRJEB3060	ERP001475	SAMEA1920343	ERS214035	ERX271974	ERR298649	ERA227064	1613	Lactobacillus fermentum	ILLUMINA	Illumina HiSeq 2000	6868474	PAIRED	211	WGS	GENOMIC	RANDOM	1998124	399624800	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#27	SC_RUN_9517_8#27	200292480;211660646;	a30500aa2b2f25c73531ed168513e783;287d0cf8c046bc27059406680ceb1f7d;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298649/ERR298649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298649/ERR298649_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298649/ERR298649_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298649/ERR298649_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298649/ERR298649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298649/ERR298649_2.fastq.gz;	411206644	642557a101e5da0abd42b289697686a4	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298649/9517_8#27.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298649/9517_8#27.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298649/9517_8#27.bam	BAM	320006244	75ac8e1e3b39c3f6a61f1dd4bfe82a47	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298649	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298649	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298649				G216_2_33-sc-2013-02-14T07:43:19Z-1561620			2013-06-11
PRJEB3060	ERP001475	SAMEA1920342	ERS214036	ERX271975	ERR298650	ERA227064	1582	Lactobacillus casei	ILLUMINA	Illumina HiSeq 2000	6868486	PAIRED	211	WGS	GENOMIC	RANDOM	2310908	462181600	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#28	SC_RUN_9517_8#28	229302264;242343484;	fa6af581974c502486d7faa7ce7be04b;39a8634ebf290c97a2761ac44a6b793f;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298650/ERR298650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298650/ERR298650_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298650/ERR298650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298650/ERR298650_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298650/ERR298650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298650/ERR298650_2.fastq.gz;	456983398	e0c101fc849261253254ddabb5648137	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298650/9517_8#28.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298650/9517_8#28.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298650/9517_8#28.bam	BAM	365122706	1fdad81c7507f99f12b3d14f17930012	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298650	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298650	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298650				G218_2_25-sc-2013-02-14T07:43:20Z-1561621			2013-06-11
PRJEB3060	ERP001475	SAMEA1920344	ERS214037	ERX271976	ERR298651	ERA227064	1613	Lactobacillus fermentum	ILLUMINA	Illumina HiSeq 2000	6868498	PAIRED	211	WGS	GENOMIC	RANDOM	2135712	427142400	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#29	SC_RUN_9517_8#29	213884758;226037173;	47a6ec2db06f01d0b7dec0d16f6dfb7f;4d884fc4e257173448895d91a01bea17;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298651/ERR298651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298651/ERR298651_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298651/ERR298651_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298651/ERR298651_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298651/ERR298651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298651/ERR298651_2.fastq.gz;	437146501	ce559b131e7314f190db6e0e4e8d85fc	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298651/9517_8#29.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298651/9517_8#29.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298651/9517_8#29.bam	BAM	341489263	59c2d108f5d10d5b7d4d9f7a23ed80c5	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298651	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298651	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298651				G229_2_12-sc-2013-02-14T07:43:21Z-1561622			2013-06-11
PRJEB3060	ERP001475	SAMEA1920348	ERS214041	ERX271980	ERR298655	ERA227064	1613	Lactobacillus fermentum	ILLUMINA	Illumina HiSeq 2000	6868451	PAIRED	211	WGS	GENOMIC	RANDOM	1627949	325589800	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#33	SC_RUN_9517_8#33	163389335;172798798;	c9d0a379e3f68ae6b884ff004154ff8c;a4a556e8e2c12bd4391384e3a926f3c7;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298655/ERR298655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298655/ERR298655_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298655/ERR298655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298655/ERR298655_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298655/ERR298655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298655/ERR298655_2.fastq.gz;	336240869	cbb79f76e4fb50e5354ef83e93459ce6	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298655/9517_8#33.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298655/9517_8#33.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298655/9517_8#33.bam	BAM	261162876	d154da18504a9c5189852d52e8976daf	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298655	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298655	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298655				G208_1_3-sc-2013-02-14T07:43:25Z-1561626			2013-06-11
PRJEB3060	ERP001475	SAMEA1920350	ERS214042	ERX271981	ERR298656	ERA227064	1587	Lactobacillus helveticus	ILLUMINA	Illumina HiSeq 2000	6868463	PAIRED	211	WGS	GENOMIC	RANDOM	1920026	384005200	SC	2013-06-11	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Lactobacillus_in_severe_early_childhood_caries	Lactobacillus_in_severe_early_childhood_caries-sc-2012-06-01T12:52:01Z-2233	SC_EXP_9517_8#34	SC_RUN_9517_8#34	186016301;195386140;	1caf9356b68ec14384e2aa9feac0a3c3;d92b620770de50cc933916abbaf6849a;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298656/ERR298656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298656/ERR298656_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298656/ERR298656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/ERR298656/ERR298656_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298656/ERR298656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298656/ERR298656_2.fastq.gz;	380666598	7fd6af3158a866a604463df12f631d7c	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298656/9517_8#34.bam	fasp.sra.ebi.ac.uk:/vol1/run/ERR298/ERR298656/9517_8#34.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR298656/9517_8#34.bam	BAM	295133414	48921d97e298fe89d28e564ebc44271b	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298656	fasp.sra.ebi.ac.uk:/vol1/err/ERR298/ERR298656	ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298656				G211_5_34-sc-2013-02-14T07:43:26Z-1561627			2013-06-11
